name	type	county	state	county_code	population	num_new	num_old
Unlisted	Unlisted	Okfuskee County	OK	40107	1	3839	3838
Unlisted	Unlisted	Oklahoma County	OK	40109	10	3840	3839
Oklahoma City Jail	Local	Oklahoma County	OK	40109	2088	3841	3840
Catalyst Behavioral Services- Ivanhoe	Halfway House	Oklahoma County	OK	40109	97	3842	3841
Catalyst Behavioral Services- Cameo	Halfway House	Oklahoma County	OK	40109	40	3843	3842
Oklahoma Halfway House	Local	Oklahoma County	OK	40109	145	3844	3843
Oklahoma City Commmunity Corrections Center	State	Oklahoma County	OK	40109	225	3845	3844
Carver Correctional Center	Private	Oklahoma County	OK	40109	275	3846	3845
Kate Barnard Community Corrections Center	State	Oklahoma County	OK	40109	154	3847	3846
"Drug Recovery, Inc. Ivanhoe"	Halfway House	Oklahoma County	OK	40109	262	3848	3847
"Center Point, Inc."	Private	Oklahoma County	OK	40109	180	3849	3848
Unlisted	Unlisted	Oklahoma County	OK	40109	2	3850	3849
Midwest City Jail	Local	Oklahoma County	OK	40109	25	3851	3850
Clara Waters Community Corrections Center	State	Oklahoma County	OK	40109	268	3852	3851
Unlisted	Unlisted	Oklahoma County	OK	40109	4	3853	3852
Unlisted	Unlisted	Oklahoma County	OK	40109	118	3854	3853
Unlisted	Unlisted	Oklahoma County	OK	40109	3	3855	3854
Okmulgee County Jail	Local	Okmulgee County	OK	40111	210	3856	3855
Unlisted	Unlisted	Okmulgee County	OK	40111	1	3857	3856
Unlisted	Unlisted	Okmulgee County	OK	40111	8	3858	3857
Dick Conner C.C.	State	Osage County	OK	40113	1182	3859	3858
Osage County Jail	Local	Osage County	OK	40113	108	3860	3859
Ottawa County Jail	Local	Ottawa County	OK	40115	139	3861	3860
Pawnee County Jail	Local	Pawnee County	OK	40117	42	3862	3861
Payne County Jail	Local	Payne County	OK	40119	187	3863	3862
Unlisted	Unlisted	Payne County	OK	40119	43	3864	3863
Cimarron Correctional Facility	Private	Payne County	OK	40119	652	3865	3864
Pittsburgh County Jail	Local	Pittsburg County	OK	40121	103	3866	3865
Oklahoma State Penitentiary	State	Pittsburg County	OK	40121	986	3867	3866
Jackie Brannon CC	State	Pittsburg County	OK	40121	769	3868	3867
Pontotoc County Jail	Local	Pontotoc County	OK	40123	85	3869	3868
Pottawatonie Co Public Safety Center Trust	Local	Pottawatomie County	OK	40125	206	3870	3869
Mabel Bassett Correctional Center	State	Pottawatomie County	OK	40125	1039	3871	3870
Pushmataha County Jail	Local	Pushmataha County	OK	40127	13	3872	3871
Roger Mills County Jail	Local	Roger Mills County	OK	40129	11	3873	3872
Rogers County Jail	Local	Rogers County	OK	40131	191	3874	3873
Seminole City Jail	Local	Seminole County	OK	40133	4	3875	3874
Seminole County Jail	Local	Seminole County	OK	40133	74	3876	3875
Sequoyah County Jail	Local	Sequoyah County	OK	40135	111	3877	3876
Stephens County Jai	Local	Stephens County	OK	40137	142	3878	3877
Texas County Jail	Local	Texas County	OK	40139	57	3879	3878
Frederick Community Work Cente	State	Tillman County	OK	40141	111	3880	3879
Tillman County Jail	Local	Tillman County	OK	40141	86	3881	3880
Tulsa County Jail	Local	Tulsa County	OK	40143	1595	3882	3881
Avalon Correctional Center	Halfway House	Tulsa County	OK	40143	241	3883	3882
"Riverside Isu, SCS"	Private	Tulsa County	OK	40143	125	3884	3883
Unlisted	Unlisted	Tulsa County	OK	40143	88	3885	3884
Turley Correctional Center	Private	Tulsa County	OK	40143	139	3886	3885
Wagoner County Jail	Local	Wagoner County	OK	40145	80	3887	3886
Washington County Jail	Local	Washington County	OK	40147	103	3888	3887
Washita County	Local	Washita County	OK	40149	31	3889	3888
Woods County Jail	Local	Woods County	OK	40151	8	3890	3889
Charles E. Johnson CC	State	Woods County	OK	40151	577	3891	3890
William S. Key C.C	State	Woodward County	OK	40153	1037	3892	3891
Unlisted	Unlisted	Woodward County	OK	40153	4	3893	3892
Woodward County Jail	Local	Woodward County	OK	40153	55	3894	3893
Powder River Correctional Facility	State	Baker County	OR	41001	271	3895	3894
Unlisted	Unlisted	Benton County	OR	41003	35	3896	3895
Unlisted	Unlisted	Benton County	OR	41003	7	3897	3896
Clackamas County Jail and Oregon Corrections Intake Center	"State,Local"	Clackamas County	OR	41005	398	3898	3897
Unlisted	Unlisted	Clatsop County	OR	41007	68	3899	3898
Unlisted	Unlisted	Columbia County	OR	41009	190	3900	3899
Shutter Creek Correctional Institution	State	Coos County	OR	41011	220	3901	3900
Unlisted	Unlisted	Coos County	OR	41011	80	3902	3901
Unlisted	Unlisted	Coos County	OR	41011	13	3903	3902
Unlisted	Unlisted	Crook County	OR	41013	16	3904	3903
Unlisted	Unlisted	Curry County	OR	41015	27	3905	3904
Unlisted	Unlisted	Deschutes County	OR	41017	22	3906	3905
Unlisted	Unlisted	Deschutes County	OR	41017	177	3907	3906
Unlisted	Unlisted	Douglas County	OR	41019	207	3908	3907
Unlisted	Unlisted	Douglas County	OR	41019	10	3909	3908
Unlisted	Unlisted	Grant County	OR	41023	9	3910	3909
Unlisted	Unlisted	Harney County	OR	41025	17	3911	3910
Unlisted	Unlisted	Jackson County	OR	41029	210	3912	3911
Unlisted	Unlisted	Jackson County	OR	41029	4	3913	3912
Unlisted	Unlisted	Jackson County	OR	41029	169	3914	3913
Unlisted	Unlisted	Jefferson County	OR	41031	42	3915	3914
Unlisted	Unlisted	Jefferson County	OR	41031	642	3916	3915
Unlisted	Unlisted	Jefferson County	OR	41031	72	3917	3916
Unlisted	Unlisted	Josephine County	OR	41033	10	3918	3917
Unlisted	Unlisted	Josephine County	OR	41033	140	3919	3918
Unlisted	Unlisted	Klamath County	OR	41035	77	3920	3919
Unlisted	Unlisted	Lake County	OR	41037	394	3921	3920
Lake County Jail	Local	Lake County	OR	41037	13	3922	3921
Unlisted	Unlisted	Lane County	OR	41039	1	3923	3922
Unlisted	Unlisted	Lane County	OR	41039	3	3924	3923
Unlisted	Unlisted	Lane County	OR	41039	41	3925	3924
Unlisted	Unlisted	Lane County	OR	41039	14	3926	3925
Lane County Adult Corrections	Local	Lane County	OR	41039	447	3927	3926
Unlisted	Unlisted	Lane County	OR	41039	4	3928	3927
Unlisted	Unlisted	Lane County	OR	41039	21	3929	3928
Unlisted	Unlisted	Lincoln County	OR	41041	29	3930	3929
Unlisted	Unlisted	Lincoln County	OR	41041	145	3931	3930
Unlisted	Unlisted	Linn County	OR	41043	214	3932	3931
Unlisted	Unlisted	Malheur County	OR	41045	85	3933	3932
Snake River Correctional Facility	State	Malheur County	OR	41045	2927	3934	3933
Oregon State Penitentiary Minimum (formerly Oregon Womens Correctional Center)	State	Marion County	OR	41047	178	3935	3934
Oregon State Penitentiary	State	Marion County	OR	41047	2085	3936	3935
Unlisted	Unlisted	Marion County	OR	41047	6	3937	3936
Unlisted	Unlisted	Marion County	OR	41047	9	3938	3937
Marion County Correctional Facility (Jail)	Local	Marion County	OR	41047	599	3939	3938
Oregon State Correctional Institution	State	Marion County	OR	41047	883	3940	3939
Santiam Correctional Institution	State	Marion County	OR	41047	428	3941	3940
Mill Creek Correctional Facility	State	Marion County	OR	41047	237	3942	3941
Unlisted	Unlisted	Multnomah County	OR	41051	5	3943	3942
Unlisted	Unlisted	Multnomah County	OR	41051	1	3944	3943
Unlisted	Unlisted	Multnomah County	OR	41051	19	3945	3944
Unlisted	Unlisted	Multnomah County	OR	41051	43	3946	3945
Unlisted	Unlisted	Multnomah County	OR	41051	26	3947	3946
Unlisted	Unlisted	Multnomah County	OR	41051	64	3948	3947
Unlisted	Unlisted	Multnomah County	OR	41051	54	3949	3948
Columbia River Correctional Institutio	State	Multnomah County	OR	41051	561	3950	3949
Multnomah County Inverness Jail	Local	Multnomah County	OR	41051	819	3951	3950
Unlisted	Unlisted	Multnomah County	OR	41051	148	3952	3951
Unlisted	Unlisted	Multnomah County	OR	41051	3	3953	3952
Unlisted	Unlisted	Multnomah County	OR	41051	365	3954	3953
Unlisted	Unlisted	Polk County	OR	41053	118	3955	3954
South Fork Forest Camp	State	Tillamook County	OR	41057	197	3956	3955
Tillamook County Jail	Local	Tillamook County	OR	41057	69	3957	3956
Eastern Oregon Correct Institution	State	Umatilla County	OR	41059	1605	3958	3957
Umatilla County Jail	State	Umatilla County	OR	41059	15	3959	3958
Two Rivers Correctional Institute	State	Umatilla County	OR	41059	1743	3960	3959
Unlisted	Unlisted	Union County	OR	41061	5	3961	3960
Unlisted	Unlisted	Wasco County	OR	41065	107	3962	3961
Unlisted	Unlisted	Washington County	OR	41067	14	3963	3962
Unlisted	Unlisted	Washington County	OR	41067	3	3964	3963
Unlisted	Unlisted	Washington County	OR	41067	6	3965	3964
Unlisted	Unlisted	Washington County	OR	41067	1548	3966	3965
Washington County Jail	Local	Washington County	OR	41067	197	3967	3966
Washington County Community Corrections	State	Washington County	OR	41067	564	3968	3967
Camp Sheridan	Federal	Yamhill County	OR	41071	443	3969	3968
FCI Sheridan	Federal	Yamhill County	OR	41071	1352	3970	3969
Unlisted	Unlisted	Yamhill County	OR	41071	197	3971	3970
Unlisted	Unlisted	Yamhill County	OR	41071	16	3972	3971
Adams County Adult Correctional Facility	Local	Adams County	PA	42001	304	3973	3972
Allegheny County Jail	Local	Allegheny County	PA	42003	2594	3974	3973
Unlisted	Unlisted	Allegheny County	PA	42003	47	3975	3974
Unlisted	Unlisted	Allegheny County	PA	42003	30	3976	3975
Unlisted	Unlisted	Allegheny County	PA	42003	10	3977	3976
Unlisted	Unlisted	Allegheny County	PA	42003	107	3978	3977
Unlisted	Unlisted	Allegheny County	PA	42003	1	3979	3978
SCI-Pittsburg	State	Allegheny County	PA	42003	1797	3980	3979
Unlisted	Unlisted	Armstrong County	PA	42005	159	3981	3980
Penn Pavilion	Private	Beaver County	PA	42007	63	3982	3981
Unlisted	Unlisted	Beaver County	PA	42007	15	3983	3982
Unlisted	Unlisted	Beaver County	PA	42007	261	3984	3983
Unlisted	Unlisted	Bedford County	PA	42009	181	3985	3984
Unlisted	Unlisted	Berks County	PA	42011	67	3986	3985
Unlisted	Unlisted	Berks County	PA	42011	5	3987	3986
Unlisted	Unlisted	Berks County	PA	42011	101	3988	3987
Berks County Jail	Local	Berks County	PA	42011	1078	3989	3988
Unlisted	Unlisted	Berks County	PA	42011	15	3990	3989
Unlisted	Unlisted	Blair County	PA	42013	6	3991	3990
Blair County Prison	Local	Blair County	PA	42013	275	3992	3991
Unlisted	Unlisted	Bradford County	PA	42015	86	3993	3992
Unlisted	Unlisted	Bucks County	PA	42017	10	3994	3993
Unlisted	Unlisted	Bucks County	PA	42017	9	3995	3994
"Bucks County Department of Corrections, Men's/Women's Community Corrections Centers"	Local	Bucks County	PA	42017	1020	3996	3995
Butler County Prison	Local	Butler County	PA	42019	205	3997	3996
Unlisted	Unlisted	Cambria County	PA	42021	50	3998	3997
FCI Loretto	Federal	Cambria County	PA	42021	983	3999	3998
Cambria County Prison	Local	Cambria County	PA	42021	429	4000	3999
SCI Cresson	State	Cambria County	PA	42021	1469	4001	4000
Unlisted	Unlisted	Carbon County	PA	42025	159	4002	4001
Centre County Prison	Local	Centre County	PA	42027	274	4003	4002
Unlisted	Unlisted	Centre County	PA	42027	67	4004	4003
Unlisted	Unlisted	Centre County	PA	42027	14	4005	4004
SCI-Rockview	State	Centre County	PA	42027	1997	4006	4005
Chester County Prison	Local	Chester County	PA	42029	894	4007	4006
Unlisted	Unlisted	Clarion County	PA	42031	83	4008	4007
Unlisted	Unlisted	Clearfield County	PA	42033	136	4009	4008
Quehanna Boot Camp	State	Clearfield County	PA	42033	375	4010	4009
Moshannon Valley Correctional Center	Private	Clearfield County	PA	42033	1495	4011	4010
SCI-Houtzdale	State	Clearfield County	PA	42033	2237	4012	4011
Clinton County Jail	Local	Clinton County	PA	42035	326	4013	4012
Unlisted	Unlisted	Columbia County	PA	42037	192	4014	4013
SCI-Cambridge Springs	State	Crawford County	PA	42039	994	4015	4014
Unlisted	Unlisted	Crawford County	PA	42039	203	4016	4015
Cumberland County Prison	Local	Cumberland County	PA	42041	411	4017	4016
SCI- Camp Hill	State	Cumberland County	PA	42041	3441	4018	4017
Unlisted	Unlisted	Dauphin County	PA	42043	98	4019	4018
Unlisted	Unlisted	Dauphin County	PA	42043	50	4020	4019
Dauphin County Prison	Local	Dauphin County	PA	42043	933	4021	4020
Unlisted	Unlisted	Dauphin County	PA	42043	194	4022	4021
Unlisted	Unlisted	Dauphin County	PA	42043	115	4023	4022
Delaware County Prison	Local	Delaware County	PA	42045	1589	4024	4023
SCI-Chester	State	Delaware County	PA	42045	1185	4025	4024
Unlisted	Unlisted	Elk County	PA	42047	51	4026	4025
Erie CCC	State	Erie County	PA	42049	94	4027	4026
Unlisted	Unlisted	Erie County	PA	42049	32	4028	4027
Erie County Prison	Local	Erie County	PA	42049	622	4029	4028
Unlisted	Unlisted	Erie County	PA	42049	3	4030	4029
SCI-Albion	State	Erie County	PA	42049	2197	4031	4030
SCI Fayette	State	Fayette County	PA	42051	1930	4032	4031
Unlisted	Unlisted	Fayette County	PA	42051	256	4033	4032
Forest State Correctional Institution	State	Forest County	PA	42053	2179	4034	4033
Unlisted	Unlisted	Franklin County	PA	42055	12	4035	4034
SCI-Greene	State	Greene County	PA	42059	1819	4036	4035
Unlisted	Unlisted	Greene County	PA	42059	87	4037	4036
SCI-Huntingdon	State	Huntingdon County	PA	42061	1984	4038	4037
SCI-Smithfield	State	Huntingdon County	PA	42061	1185	4039	4038
Unlisted	Unlisted	Huntingdon County	PA	42061	54	4040	4039
Unlisted	Unlisted	Indiana County	PA	42063	1005	4041	4040
Unlisted	Unlisted	Jefferson County	PA	42065	96	4042	4041
Unlisted	Unlisted	Juniata County	PA	42067	39	4043	4042
Unlisted	Unlisted	Lackawanna County	PA	42069	54	4044	4043
Scranton CCC	State	Lackawanna County	PA	42069	20	4045	4044
Unlisted	Unlisted	Lackawanna County	PA	42069	36	4046	4045
Lackawanna County Prison	Local	Lackawanna County	PA	42069	767	4047	4046
Lancaster County Prison	Local	Lancaster County	PA	42071	950	4048	4047
Unlisted	Unlisted	Lancaster County	PA	42071	9	4049	4048
Unlisted	Unlisted	Lawrence County	PA	42073	223	4050	4049
Unlisted	Unlisted	Lebanon County	PA	42075	442	4051	4050
Unlisted	Unlisted	Lehigh County	PA	42077	29	4052	4051
Lehigh County Prison	Local	Lehigh County	PA	42077	1083	4053	4052
Unlisted	Unlisted	Lehigh County	PA	42077	155	4054	4053
Allentown CCC	State	Lehigh County	PA	42077	42	4055	4054
Unlisted	Unlisted	Luzerne County	PA	42079	21	4056	4055
Luzerne County Correctional Facility	Local	Luzerne County	PA	42079	140	4057	4056
Luzerne County Correctional Facility	Local	Luzerne County	PA	42079	471	4058	4057
SCI-Dallas	State	Luzerne County	PA	42079	2086	4059	4058
SCI-Retreat	State	Luzerne County	PA	42079	1120	4060	4059
Unlisted	Unlisted	Luzerne County	PA	42079	166	4061	4060
Unlisted	Unlisted	Lycoming County	PA	42081	33	4062	4061
Unlisted	Unlisted	Lycoming County	PA	42081	208	4063	4062
Unlisted	Unlisted	Lycoming County	PA	42081	118	4064	4063
SCI-Muncy	State	Lycoming County	PA	42081	1456	4065	4064
Unlisted	Unlisted	McKean County	PA	42083	77	4066	4065
FCI McKean	Federal	McKean County	PA	42083	1441	4067	4066
Sharon CCC	State	Mercer County	PA	42085	56	4068	4067
SCI Mercer	State	Mercer County	PA	42085	1540	4069	4068
Unlisted	Unlisted	Mifflin County	PA	42087	55	4070	4069
Unlisted	Unlisted	Monroe County	PA	42089	368	4071	4070
Montgomery County Correctional Facility	Local	Montgomery County	PA	42091	1816	4072	4071
SCI-Graterford	State	Montgomery County	PA	42091	3392	4073	4072
Unlisted	Unlisted	Montour County	PA	42093	22	4074	4073
Unlisted	Unlisted	Northampton County	PA	42095	713	4075	4074
Unlisted	Unlisted	Northumberland County	PA	42097	196	4076	4075
SCI-Coal Township	State	Northumberland County	PA	42097	1758	4077	4076
Unlisted	Unlisted	Northumberland County	PA	42097	197	4078	4077
Unlisted	Unlisted	Perry County	PA	42099	113	4079	4078
Unlisted	Unlisted	Philadelphia County	PA	42101	998	4080	4079
Unlisted	Unlisted	Philadelphia County	PA	42101	62	4081	4080
Unlisted	Unlisted	Philadelphia County	PA	42101	38	4082	4081
Unlisted	Unlisted	Philadelphia County	PA	42101	254	4083	4082
Unlisted	Unlisted	Philadelphia County	PA	42101	191	4084	4083
Unlisted	Unlisted	Philadelphia County	PA	42101	61	4085	4084
Unlisted	Unlisted	Philadelphia County	PA	42101	26	4086	4085
Unlisted	Unlisted	Philadelphia County	PA	42101	14	4087	4086
Unlisted	Unlisted	Philadelphia County	PA	42101	35	4088	4087
Unlisted	Unlisted	Philadelphia County	PA	42101	18	4089	4088
Philadelphia CCC #3	State	Philadelphia County	PA	42101	21	4090	4089
Unlisted	Unlisted	Philadelphia County	PA	42101	2	4091	4090
Philadelphia CCC #2	State	Philadelphia County	PA	42101	41	4092	4091
Unlisted	Unlisted	Philadelphia County	PA	42101	383	4093	4092
Unlisted	Unlisted	Philadelphia County	PA	42101	653	4094	4093
Unlisted	Unlisted	Philadelphia County	PA	42101	56	4095	4094
Philadelphia Prison System	Local	Philadelphia County	PA	42101	4535	4096	4095
Unlisted	Unlisted	Philadelphia County	PA	42101	95	4097	4096
Philadelphia Prison System	Local	Philadelphia County	PA	42101	2910	4098	4097
Unlisted	Unlisted	Pike County	PA	42103	335	4099	4098
Unlisted	Unlisted	Potter County	PA	42105	46	4100	4099
Unlisted	Unlisted	Schuylkill County	PA	42107	1113	4101	4100
SCI-Mahoney	State	Schuylkill County	PA	42107	2218	4102	4101
FCI Schuylkill	State	Schuylkill County	PA	42107	1526	4103	4102
Unlisted	Unlisted	Schuylkill County	PA	42107	270	4104	4103
Unlisted	Unlisted	Snyder County	PA	42109	105	4105	4104
Unlisted	Unlisted	Snyder County	PA	42109	328	4106	4105
SCI-Somerset	State	Somerset County	PA	42111	2226	4107	4106
SCI-Laurel Highlands	State	Somerset County	PA	42111	1364	4108	4107
Unlisted	Unlisted	Somerset County	PA	42111	72	4109	4108
Unlisted	Unlisted	Susquehanna County	PA	42115	53	4110	4109
Unlisted	Unlisted	Tioga County	PA	42117	81	4111	4110
Unlisted	Unlisted	Union County	PA	42119	34	4112	4111
Allenwood Federal Correctional Complex (FCC)	Federal	Union County	PA	42119	1042	4113	4112
Allenwood Federal Correctional Complex (FCC)	Federal	Union County	PA	42119	1383	4114	4113
Allenwood Federal Correctional Complex (FCC)	Federal	Union County	PA	42119	1439	4115	4114
USP Lewisburg	Federal	Union County	PA	42119	1774	4116	4115
Unlisted	Unlisted	Venango County	PA	42121	131	4117	4116
Unlisted	Unlisted	Warren County	PA	42123	161	4118	4117
Unlisted	Unlisted	Warren County	PA	42123	121	4119	4118
Unlisted	Unlisted	Warren County	PA	42123	3	4120	4119
Unlisted	Unlisted	Washington County	PA	42125	355	4121	4120
Unlisted	Unlisted	Wayne County	PA	42127	127	4122	4121
Unlisted	Unlisted	Wayne County	PA	42127	1569	4123	4122
SCI-Waymart	State	Wayne County	PA	42127	1500	4124	4123
Alle Kiski Pavilion	Private	Westmoreland County	PA	42129	77	4125	4124
Unlisted	Unlisted	Westmoreland County	PA	42129	489	4126	4125
SCI-Greensburg	State	Westmoreland County	PA	42129	978	4127	4126
Unlisted	Unlisted	Wyoming County	PA	42131	58	4128	4127
Unlisted	Unlisted	York County	PA	42133	18	4129	4128
Unlisted	Unlisted	York County	PA	42133	16	4130	4129
Unlisted	Unlisted	York County	PA	42133	12	4131	4130
York CCC	State	York County	PA	42133	38	4132	4131
York County Jail	Local	York County	PA	42133	2508	4133	4132
Donald W. Wyatt Detention Facility	Private	Providence County	RI	44007	350	4134	4133
High Security Center	State	Providence County	RI	44007	86	4135	4134
Intake Service Center	State	Providence County	RI	44007	908	4136	4135
Dorothea Dix Minimum Security Facility	State	Providence County	RI	44007	82	4137	4136
John J. Moran Medium Security Facility	State	Providence County	RI	44007	1043	4138	4137
Minimum Security	State	Providence County	RI	44007	461	4139	4138
Donald Price Medium Security Facility	State	Providence County	RI	44007	310	4140	4139
Gloria McDonald Awaiting Trial and Medium Security Facility	State	Providence County	RI	44007	105	4141	4140
Max Security	State	Providence County	RI	44007	438	4142	4141
Abbeville County Detention Center	Local	Abbeville County	SC	45001	79	4143	4142
"Aiken County Detention Center, Lower Savannah Pre-Release Center"	"State,Local"	Aiken County	SC	45003	531	4144	4143
Allendale County Jail	Local	Allendale County	SC	45005	28	4145	4144
Allendale Correctional Institution	State	Allendale County	SC	45005	1236	4146	4145
Anderson County Jail	Local	Anderson County	SC	45007	366	4147	4146
Anderson City Jail	Local	Anderson County	SC	45007	131	4148	4147
Bamberg County Jail	Local	Bamberg County	SC	45009	46	4149	4148
Barnwell County Detention Center	Local	Barnwell County	SC	45011	70	4150	4149
Beaufort County Detention Center	Local	Beaufort County	SC	45013	195	4151	4150
McDougall Correctional Institution	State	Berkeley County	SC	45015	563	4152	4151
Berkeley County Detention Center	Local	Berkeley County	SC	45015	336	4153	4152
Unlisted	Unlisted	Berkeley County	SC	45015	160	4154	4153
Charleston County Jail Coastal Pre-Release Center	"State,Local"	Charleston County	SC	45019	1778	4155	4154
Cherokee County Detention Center	Local	Cherokee County	SC	45021	79	4156	4155
Chester County Detention Center	Local	Chester County	SC	45023	104	4157	4156
"Chesterfield County Detention Center, Work Camp"	Local	Chesterfield County	SC	45025	113	4158	4157
Turbeville Correctional Institute	State	Clarendon County	SC	45027	1390	4159	4158
Clarendon County Jail	Local	Clarendon County	SC	45027	92	4160	4159
Unlisted	Unlisted	Darlington County	SC	45031	45	4161	4160
Darlington County Correctional Center	Local	Darlington County	SC	45031	180	4162	4161
Dillon County Detention Center	Local	Dillon County	SC	45033	171	4163	4162
Dorchester County Jail	Local	Dorchester County	SC	45035	216	4164	4163
Lieber Correctional Institution	State	Dorchester County	SC	45035	1385	4165	4164
"FCI Edgefield, Camp"	Federal	Edgefield County	SC	45037	2092	4166	4165
Edgefield County Jail	Local	Edgefield County	SC	45037	84	4167	4166
Trenton Correctional Institution	State	Edgefield County	SC	45037	627	4168	4167
Fairfield County Detention Center	Local	Fairfield County	SC	45039	72	4169	4168
Palmer Pre-Release Center	State	Florence County	SC	45041	265	4170	4169
Florence County Detention Center	Local	Florence County	SC	45041	345	4171	4170
Georgetown County Jail	Local	Georgetown County	SC	45043	217	4172	4171
Greeneville County Detention Center	Local	Greenville County	SC	45045	1176	4173	4172
Perry Correctional Institution	State	Greenville County	SC	45045	1021	4174	4173
Leath Correctional Institution	State	Greenwood County	SC	45047	552	4175	4174
Leath Correctional Institution	State	Greenwood County	SC	45047	133	4176	4175
Greenwood County Detention Center	Local	Greenwood County	SC	45047	153	4177	4176
Hampton County Jail	Local	Hampton County	SC	45049	56	4178	4177
"Estill FCI, Camp"	Federal	Hampton County	SC	45049	1340	4179	4178
Horry County Detention Center	Local	Horry County	SC	45051	673	4180	4179
Ridgeland Correctional Institution	State	Jasper County	SC	45053	1294	4181	4180
Jasper County Jail	Local	Jasper County	SC	45053	73	4182	4181
Kershaw Correctional Institution	State	Lancaster County	SC	45057	1548	4183	4182
Lancaster County Detention Center	Local	Lancaster County	SC	45057	136	4184	4183
Laurens County Detention Center	Local	Laurens County	SC	45059	190	4185	4184
Lee Correctional Institution	State	Lee County	SC	45061	1802	4186	4185
Lexington County Jail	Local	Lexington County	SC	45063	857	4187	4186
McCormick Correctional Institution	State	McCormick County	SC	45065	1244	4188	4187
Marlboro County Jail	Local	Marlboro County	SC	45069	66	4189	4188
"Bennettsville FCI, Camp"	Federal	Marlboro County	SC	45069	1464	4190	4189
Evans Correctional Institution	State	Marlboro County	SC	45069	1583	4191	4190
Newberry County Detention Center	Local	Newberry County	SC	45071	122	4192	4191
Oconee Law Enforcement Center	Local	Oconee County	SC	45073	161	4193	4192
Unlisted	Unlisted	Oconee County	SC	45073	4	4194	4193
Orangeburg/Calhoun Regional Detention Center	Local	Orangeburg County	SC	45075	307	4195	4194
Pickens County Prison	Local	Pickens County	SC	45077	102	4196	4195
Pickens County Jail	Local	Pickens County	SC	45077	105	4197	4196
Unlisted	Unlisted	Richland County	SC	45079	150	4198	4197
CSC - Alston Wilkes Society	Private	Richland County	SC	45079	41	4199	4198
Stevenson Correctional Institution	State	Richland County	SC	45079	244	4200	4199
Unlisted	Unlisted	Richland County	SC	45079	319	4201	4200
Broad River and Kirkland Correctional Institutions	State	Richland County	SC	45079	4583	4202	4201
Camille Graham Women's Correctional Institution	State	Richland County	SC	45079	404	4203	4202
Goodman Correctional Institute	State	Richland County	SC	45079	397	4204	4203
Manning Correctional Institution	State	Richland County	SC	45079	145	4205	4204
Richland County Detention Center	Local	Richland County	SC	45079	919	4206	4205
Unlisted	Unlisted	Spartanburg County	SC	45083	101	4207	4206
Spartanburg County Detention Facility	Local	Spartanburg County	SC	45083	683	4208	4207
Livesay Pre-Release Center	State	Spartanburg County	SC	45083	522	4209	4208
Tyger River Correctional Institute	State	Spartanburg County	SC	45083	1294	4210	4209
Wateree River Correctional Institution	State	Sumter County	SC	45085	861	4211	4210
Unlisted	Unlisted	Union County	SC	45087	80	4212	4211
Unlisted	Unlisted	Williamsburg County	SC	45089	72	4213	4212
Unlisted	Unlisted	Williamsburg County	SC	45089	1162	4214	4213
Unlisted	Unlisted	York County	SC	45091	1	4215	4214
Catawba Pre-Release Center	State	York County	SC	45091	188	4216	4215
Unlisted	Unlisted	York County	SC	45091	325	4217	4216
Beadle County Regional Corrections Center	Local	Beadle County	SD	46005	26	4218	4217
Bon Homme County Jail	Local	Bon Homme County	SD	46009	1	4219	4218
Mike Durfee State Prison	State	Bon Homme County	SD	46009	1243	4220	4219
Brookings County Jail	Local	Brookings County	SD	46011	20	4221	4220
Brown County Jail	Local	Brown County	SD	46013	44	4222	4221
Brule County Jail	Local	Brule County	SD	46015	14	4223	4222
Charles Mix County Jail	Local	Charles Mix County	SD	46023	43	4224	4223
Clay County Jail	Local	Clay County	SD	46027	9	4225	4224
Codington County Detention Center	Local	Codington County	SD	46029	57	4226	4225
Community Alcohol Drug Ctr/Stepping Stone	Private	Davison County	SD	46035	103	4227	4226
Day County Jail	Local	Day County	SD	46037	11	4228	4227
Edmunds County Jail	Local	Edmunds County	SD	46045	8	4229	4228
Fall River County Jail	Local	Fall River County	SD	46047	6	4230	4229
Faulk County Jail	Local	Faulk County	SD	46049	2	4231	4230
Grant County Milbank Detention Center	Local	Grant County	SD	46051	14	4232	4231
South Dakota Women's Prison	State	Hughes County	SD	46065	529	4233	4232
Lake County Jail	Local	Lake County	SD	46079	15	4234	4233
Lawrence County Jail	Local	Lawrence County	SD	46081	30	4235	4234
Marshall County Jail	Local	Marshall County	SD	46091	3	4236	4235
Meade County Jail	Local	Meade County	SD	46093	46	4237	4236
Unlisted	Unlisted	Minnehaha County	SD	46099	152	4238	4237
South Dakota State Penitentiary	State	Minnehaha County	SD	46099	1482	4239	4238
Minnehaha County	Local	Minnehaha County	SD	46099	392	4240	4239
Glory House of Sioux Falls	Halfway House	Minnehaha County	SD	46099	28	4241	4240
Glory House of Sioux Falls	Halfway House	Minnehaha County	SD	46099	12	4242	4241
Pennington County Jail	Local	Pennington County	SD	46103	378	4243	4242
Behavior Management Systems	Halfway House	Pennington County	SD	46103	78	4244	4243
Pennington County Sheriff's Department	Halfway House	Pennington County	SD	46103	18	4245	4244
Community Alternatives	Halfway House	Pennington County	SD	46103	154	4246	4245
Rapid City Minimum Unit	State	Pennington County	SD	46103	100	4247	4246
Roberts County Jail	Local	Roberts County	SD	46109	12	4248	4247
Unlisted	Unlisted	Todd County	SD	46121	27	4249	4248
Winner City Jail	Local	Tripp County	SD	46123	53	4250	4249
