state name,county fips,county name,votes gop,votes dem,total votes,% GOP,% DEM,Majority,% Votes
Tennessee,47049,Fentress County,7403,1210,8687,85.22%,13.93%,GOP,99.15%
Tennessee,47051,Franklin County,13977,4863,19146,73.00%,25.40%,GOP,98.40%
Tennessee,47053,Gibson County,16245,5764,22336,72.73%,25.81%,GOP,98.54%
Tennessee,47055,Giles County,9783,3298,13202,74.10%,24.98%,GOP,99.08%
Tennessee,47057,Grainger County,8559,1463,10123,84.55%,14.45%,GOP,99.00%
Tennessee,47059,Greene County,22185,5183,28057,79.07%,18.47%,GOP,97.54%
Tennessee,47061,Grundy County,4795,985,5844,82.05%,16.85%,GOP,98.90%
Tennessee,47063,Hamblen County,18789,5497,24606,76.36%,22.34%,GOP,98.70%
Tennessee,47065,Hamilton County,91991,75360,170735,53.88%,44.14%,GOP,98.02%
Tennessee,47067,Hancock County,2372,362,2744,86.44%,13.19%,GOP,99.64%
Tennessee,47069,Hardeman County,5760,4180,10058,57.27%,41.56%,GOP,98.83%
Tennessee,47071,Hardin County,9556,1774,11534,82.85%,15.38%,GOP,98.23%
Tennessee,47073,Hawkins County,20372,4069,24776,82.22%,16.42%,GOP,98.65%
Tennessee,47075,Haywood County,3338,4000,7420,44.99%,53.91%,DEM,98.89%
Tennessee,47077,Henderson County,9797,2092,12020,81.51%,17.40%,GOP,98.91%
Tennessee,47079,Henry County,11230,3547,15034,74.70%,23.59%,GOP,98.29%
Tennessee,47081,Hickman County,7577,2130,9832,77.06%,21.66%,GOP,98.73%
Tennessee,47083,Houston County,2715,869,3681,73.76%,23.61%,GOP,97.36%
Tennessee,47085,Humphreys County,6116,2017,8232,74.30%,24.50%,GOP,98.80%
Tennessee,47087,Jackson County,4106,1133,5308,77.35%,21.35%,GOP,98.70%
Tennessee,47089,Jefferson County,18609,4645,23562,78.98%,19.71%,GOP,98.69%
Tennessee,47091,Johnson County,6466,1242,7793,82.97%,15.94%,GOP,98.91%
Tennessee,47093,Knox County,124339,91097,219869,56.55%,41.43%,GOP,97.98%
Tennessee,47095,Lake County,1492,526,2034,73.35%,25.86%,GOP,99.21%
Tennessee,47097,Lauderdale County,5672,3193,8963,63.28%,35.62%,GOP,98.91%
Tennessee,47099,Lawrence County,15334,3195,18718,81.92%,17.07%,GOP,98.99%
Tennessee,47101,Lewis County,4473,1068,5604,79.82%,19.06%,GOP,98.88%
Tennessee,47103,Lincoln County,12258,2909,15575,78.70%,18.68%,GOP,97.38%
Tennessee,47105,Loudon County,21684,6933,29375,73.82%,23.60%,GOP,97.42%
Tennessee,47107,McMinn County,18175,4357,22815,79.66%,19.10%,GOP,98.76%
Tennessee,47109,McNairy County,9085,1943,11267,80.63%,17.25%,GOP,97.88%
Tennessee,47111,Macon County,8095,1307,9486,85.34%,13.78%,GOP,99.11%
Tennessee,47113,Madison County,23922,18309,42847,55.83%,42.73%,GOP,98.56%
Tennessee,47115,Marion County,9873,3165,13204,74.77%,23.97%,GOP,98.74%
Tennessee,47117,Marshall County,11029,3603,14862,74.21%,24.24%,GOP,98.45%
Tennessee,47119,Maury County,31408,14386,46561,67.46%,30.90%,GOP,98.35%
Tennessee,47121,Meigs County,4464,1008,5529,80.74%,18.23%,GOP,98.97%
Tennessee,47123,Monroe County,16742,3760,20749,80.69%,18.12%,GOP,98.81%
Tennessee,47125,Montgomery County,42156,32426,76678,54.98%,42.29%,GOP,97.27%
Tennessee,47127,Moore County,2888,573,3539,81.60%,16.19%,GOP,97.80%
Tennessee,47129,Morgan County,6926,1161,8218,84.28%,14.13%,GOP,98.41%
Tennessee,47131,Obion County,10790,2589,13521,79.80%,19.15%,GOP,98.95%
Tennessee,47133,Overton County,7911,2028,10025,78.91%,20.23%,GOP,99.14%
Tennessee,47135,Perry County,2775,615,3428,80.95%,17.94%,GOP,98.89%
Tennessee,47137,Pickett County,2373,524,2922,81.21%,17.93%,GOP,99.14%
Tennessee,47139,Polk County,6792,1492,8360,81.24%,17.85%,GOP,99.09%
Tennessee,47141,Putnam County,23694,9154,33481,70.77%,27.34%,GOP,98.11%
Tennessee,47143,Rhea County,11031,2363,13608,81.06%,17.36%,GOP,98.43%
Tennessee,47145,Roane County,19195,6034,25914,74.07%,23.28%,GOP,97.36%
Tennessee,47147,Robertson County,24535,8690,33712,72.78%,25.78%,GOP,98.56%
Tennessee,47149,Rutherford County,81373,59189,143931,56.54%,41.12%,GOP,97.66%
Tennessee,47151,Scott County,8004,986,9052,88.42%,10.89%,GOP,99.32%
Tennessee,47153,Sequatchie County,5846,1295,7239,80.76%,17.89%,GOP,98.65%
Tennessee,47155,Sevier County,33742,8695,43574,77.44%,19.95%,GOP,97.39%
Tennessee,47157,Shelby County,129543,245208,381858,33.92%,64.21%,DEM,98.14%
Tennessee,47159,Smith County,7124,1798,9035,78.85%,19.90%,GOP,98.75%
Tennessee,47161,Stewart County,4942,1230,6283,78.66%,19.58%,GOP,98.23%
Tennessee,47163,Sullivan County,55774,17226,74206,75.16%,23.21%,GOP,98.37%
Tennessee,47165,Sumner County,63404,27630,92529,68.52%,29.86%,GOP,98.38%
Tennessee,47167,Tipton County,20063,6832,27291,73.52%,25.03%,GOP,98.55%
Tennessee,47169,Trousdale County,2930,1011,3991,73.42%,25.33%,GOP,98.75%
Tennessee,47171,Unicoi County,6593,1610,8294,79.49%,19.41%,GOP,98.90%
Tennessee,47173,Union County,6777,1248,8096,83.71%,15.42%,GOP,99.12%
Tennessee,47175,Van Buren County,2338,544,2917,80.15%,18.65%,GOP,98.80%
Tennessee,47177,Warren County,12323,4126,16692,73.83%,24.72%,GOP,98.54%
Tennessee,47179,Washington County,40120,18214,59430,67.51%,30.65%,GOP,98.16%
Tennessee,47181,Wayne County,5795,820,6667,86.92%,12.30%,GOP,99.22%
Tennessee,47183,Weakley County,10382,3011,13710,75.73%,21.96%,GOP,97.69%
Tennessee,47185,White County,9587,2134,11867,80.79%,17.98%,GOP,98.77%
Tennessee,47187,Williamson County,86469,50161,138932,62.24%,36.10%,GOP,98.34%
Tennessee,47189,Wilson County,50149,22197,74092,67.68%,29.96%,GOP,97.64%
Texas,48001,Anderson County,15110,3955,19221,78.61%,20.58%,GOP,99.19%
Texas,48003,Andrews County,4943,850,5863,84.31%,14.50%,GOP,98.81%
Texas,48005,Angelina County,25070,9136,34628,72.40%,26.38%,GOP,98.78%
Texas,48007,Aransas County,9239,2916,12289,75.18%,23.73%,GOP,98.91%
Texas,48009,Archer County,4300,446,4796,89.66%,9.30%,GOP,98.96%
Texas,48011,Armstrong County,1035,75,1112,93.08%,6.74%,GOP,99.82%
Texas,48013,Atascosa County,12039,5876,18116,66.46%,32.44%,GOP,98.89%
Texas,48015,Austin County,11447,2951,14554,78.65%,20.28%,GOP,98.93%
Texas,48017,Bailey County,1434,409,1859,77.14%,22.00%,GOP,99.14%
Texas,48019,Bandera County,10057,2505,12712,79.11%,19.71%,GOP,98.82%
Texas,48021,Bastrop County,20486,15452,36709,55.81%,42.09%,GOP,97.90%
Texas,48023,Baylor County,1494,183,1700,87.88%,10.76%,GOP,98.65%
Texas,48025,Bee County,6006,3288,9414,63.80%,34.93%,GOP,98.73%
Texas,48027,Bell County,67893,57014,127327,53.32%,44.78%,GOP,98.10%
Texas,48029,Bexar County,308618,448452,770571,40.05%,58.20%,DEM,98.25%
Texas,48031,Blanco County,5443,1911,7441,73.15%,25.68%,GOP,98.83%
Texas,48033,Borden County,397,16,416,95.43%,3.85%,GOP,99.28%
Texas,48035,Bosque County,7469,1561,9126,81.84%,17.10%,GOP,98.95%
Texas,48037,Bowie County,27116,10747,38254,70.88%,28.09%,GOP,98.98%
Texas,48039,Brazoria County,90433,62228,154938,58.37%,40.16%,GOP,98.53%
Texas,48041,Brazos County,47530,35349,84943,55.96%,41.61%,GOP,97.57%
Texas,48043,Brewster County,2461,2258,4822,51.04%,46.83%,GOP,97.86%
Texas,48045,Briscoe County,639,78,725,88.14%,10.76%,GOP,98.90%
Texas,48047,Brooks County,998,1470,2484,40.18%,59.18%,DEM,99.36%
Texas,48049,Brown County,13698,2107,15963,85.81%,13.20%,GOP,99.01%
Texas,48051,Burleson County,6743,1788,8609,78.33%,20.77%,GOP,99.09%
Texas,48053,Burnet County,18767,5639,24708,75.96%,22.82%,GOP,98.78%
Texas,48055,Caldwell County,8031,6672,14940,53.76%,44.66%,GOP,98.41%
Texas,48057,Calhoun County,5641,2148,7856,71.80%,27.34%,GOP,99.15%
Texas,48059,Callahan County,6012,734,6832,88.00%,10.74%,GOP,98.74%
Texas,48061,Cameron County,49032,64063,114159,42.95%,56.12%,DEM,99.07%
Texas,48063,Camp County,3626,1394,5058,71.69%,27.56%,GOP,99.25%
Texas,48065,Carson County,2779,297,3116,89.18%,9.53%,GOP,98.72%
Texas,48067,Cass County,11033,2795,13924,79.24%,20.07%,GOP,99.31%
Texas,48069,Castro County,1602,466,2083,76.91%,22.37%,GOP,99.28%
Texas,48071,Chambers County,17343,3997,21641,80.14%,18.47%,GOP,98.61%
Texas,48073,Cherokee County,15101,4210,19508,77.41%,21.58%,GOP,98.99%
Texas,48075,Childress County,1943,310,2279,85.26%,13.60%,GOP,98.86%
Texas,48077,Clay County,5069,614,5741,88.29%,10.70%,GOP,98.99%
Texas,48079,Cochran County,809,177,1000,80.90%,17.70%,GOP,98.60%
Texas,48081,Coke County,1565,215,1794,87.24%,11.98%,GOP,99.22%
Texas,48083,Coleman County,3640,451,4128,88.18%,10.93%,GOP,99.10%
Texas,48085,Collin County,252318,230945,492216,51.26%,46.92%,GOP,98.18%
Texas,48087,Collingsworth County,1048,155,1218,86.04%,12.73%,GOP,98.77%
Texas,48089,Colorado County,7440,2403,9912,75.06%,24.24%,GOP,99.30%
Texas,48091,Comal County,62740,24826,88863,70.60%,27.94%,GOP,98.54%
Texas,48093,Comanche County,5177,852,6084,85.09%,14.00%,GOP,99.10%
Texas,48095,Concho County,1058,197,1268,83.44%,15.54%,GOP,98.97%
Texas,48097,Cooke County,15596,3210,18988,82.14%,16.91%,GOP,99.04%
Texas,48099,Coryell County,15438,7565,23490,65.72%,32.21%,GOP,97.93%
Texas,48101,Cottle County,543,113,665,81.65%,16.99%,GOP,98.65%
Texas,48103,Crane County,1247,241,1503,82.97%,16.03%,GOP,99.00%
Texas,48105,Crockett County,1220,344,1574,77.51%,21.86%,GOP,99.36%
Texas,48107,Crosby County,1396,527,1953,71.48%,26.98%,GOP,98.46%
Texas,48109,Culberson County,415,438,864,48.03%,50.69%,DEM,98.73%
Texas,48111,Dallam County,1389,197,1609,86.33%,12.24%,GOP,98.57%
Texas,48113,Dallas County,307076,598576,921638,33.32%,64.95%,DEM,98.27%
Texas,48115,Dawson County,2951,808,3789,77.88%,21.32%,GOP,99.21%
Texas,48117,Deaf Smith County,3294,1264,4610,71.45%,27.42%,GOP,98.87%
Texas,48119,Delta County,2162,403,2592,83.41%,15.55%,GOP,98.96%
Texas,48121,Denton County,222480,188695,417964,53.23%,45.15%,GOP,98.38%
Texas,48123,DeWitt County,6567,1494,8118,80.89%,18.40%,GOP,99.30%
Texas,48125,Dickens County,853,130,988,86.34%,13.16%,GOP,99.49%
Texas,48127,Dimmit County,1384,2264,3666,37.75%,61.76%,DEM,99.51%
Texas,48129,Donley County,1438,198,1648,87.26%,12.01%,GOP,99.27%
Texas,48131,Duval County,2443,2575,5053,48.35%,50.96%,DEM,99.31%
Texas,48133,Eastland County,7237,983,8292,87.28%,11.85%,GOP,99.13%
Texas,48135,Ector County,32697,11367,44581,73.34%,25.50%,GOP,98.84%
Texas,48137,Edwards County,893,168,1066,83.77%,15.76%,GOP,99.53%
Texas,48139,Ellis County,56651,27513,85566,66.21%,32.15%,GOP,98.36%
Texas,48141,El Paso County,84331,178126,267215,31.56%,66.66%,DEM,98.22%
Texas,48143,Erath County,13684,2916,16853,81.20%,17.30%,GOP,98.50%
Texas,48145,Falls County,4177,1899,6133,68.11%,30.96%,GOP,99.07%
Texas,48147,Fannin County,12171,2655,15004,81.12%,17.70%,GOP,98.81%
Texas,48149,Fayette County,10171,2661,12941,78.60%,20.56%,GOP,99.16%
Texas,48151,Fisher County,1448,352,1826,79.30%,19.28%,GOP,98.58%
Texas,48153,Floyd County,1584,438,2039,77.69%,21.48%,GOP,99.17%
Texas,48155,Foard County,445,99,551,80.76%,17.97%,GOP,98.73%
Texas,48157,Fort Bend County,157595,195191,357833,44.04%,54.55%,DEM,98.59%
Texas,48159,Franklin County,4161,804,5009,83.07%,16.05%,GOP,99.12%
Texas,48161,Freestone County,6991,1635,8711,80.25%,18.77%,GOP,99.02%
Texas,48163,Frio County,2823,2422,5279,53.48%,45.88%,GOP,99.36%
Texas,48165,Gaines County,5355,576,5995,89.32%,9.61%,GOP,98.93%
Texas,48167,Galveston County,93911,58842,155060,60.56%,37.95%,GOP,98.51%
Texas,48169,Garza County,1413,231,1653,85.48%,13.97%,GOP,99.46%
Texas,48171,Gillespie County,12514,3176,15846,78.97%,20.04%,GOP,99.02%
Texas,48173,Glasscock County,611,39,653,93.57%,5.97%,GOP,99.54%
Texas,48175,Goliad County,3085,877,3988,77.36%,21.99%,GOP,99.35%
Texas,48177,Gonzales County,5627,1948,7647,73.58%,25.47%,GOP,99.06%
Texas,48179,Gray County,6840,829,7782,87.90%,10.65%,GOP,98.55%
Texas,48181,Grayson County,44163,14506,59439,74.30%,24.40%,GOP,98.70%
Texas,48183,Gregg County,32493,14796,47982,67.72%,30.84%,GOP,98.56%
Texas,48185,Grimes County,9432,2833,12413,75.98%,22.82%,GOP,98.81%
Texas,48187,Guadalupe County,47553,28805,77592,61.29%,37.12%,GOP,98.41%
Texas,48189,Hale County,7177,2279,9584,74.89%,23.78%,GOP,98.66%
Texas,48191,Hall County,995,168,1168,85.19%,14.38%,GOP,99.57%
Texas,48193,Hamilton County,3616,641,4349,83.15%,14.74%,GOP,97.88%
Texas,48195,Hansford County,1848,166,2046,90.32%,8.11%,GOP,98.44%
Texas,48197,Hardeman County,1330,241,1580,84.18%,15.25%,GOP,99.43%
Texas,48199,Hardin County,23858,3474,27635,86.33%,12.57%,GOP,98.90%
Texas,48201,Harris County,700630,918193,1640818,42.70%,55.96%,DEM,98.66%
Texas,48203,Harrison County,21466,7908,29710,72.25%,26.62%,GOP,98.87%
Texas,48205,Hartley County,1868,195,2078,89.89%,9.38%,GOP,99.28%
Texas,48207,Haskell County,1840,353,2214,83.11%,15.94%,GOP,99.05%
Texas,48209,Hays County,47680,59524,109357,43.60%,54.43%,DEM,98.03%
Texas,48211,Hemphill County,1486,206,1720,86.40%,11.98%,GOP,98.37%
Texas,48213,Henderson County,28911,7060,36310,79.62%,19.44%,GOP,99.07%
Texas,48215,Hidalgo County,90527,128199,220884,40.98%,58.04%,DEM,99.02%
Texas,48217,Hill County,11926,2860,14931,79.87%,19.15%,GOP,99.03%
Texas,48219,Hockley County,6536,1482,8095,80.74%,18.31%,GOP,99.05%
Texas,48221,Hood County,26487,5641,32580,81.30%,17.31%,GOP,98.61%
Texas,48223,Hopkins County,12719,3046,15939,79.80%,19.11%,GOP,98.91%
Texas,48225,Houston County,7060,2314,9437,74.81%,24.52%,GOP,99.33%
Texas,48227,Howard County,8054,2069,10240,78.65%,20.21%,GOP,98.86%
Texas,48229,Hudspeth County,779,371,1165,66.87%,31.85%,GOP,98.71%
Texas,48231,Hunt County,29163,8906,38574,75.60%,23.09%,GOP,98.69%
Texas,48233,Hutchinson County,7681,965,8771,87.57%,11.00%,GOP,98.57%
Texas,48235,Irion County,759,120,889,85.38%,13.50%,GOP,98.88%
Texas,48237,Jack County,3418,331,3782,90.38%,8.75%,GOP,99.13%
Texas,48239,Jackson County,5231,1033,6340,82.51%,16.29%,GOP,98.80%
Texas,48241,Jasper County,12542,2954,15608,80.36%,18.93%,GOP,99.28%
Texas,48243,Jeff Davis County,784,501,1305,60.08%,38.39%,GOP,98.47%
Texas,48245,Jefferson County,47570,46073,94739,50.21%,48.63%,GOP,98.84%
Texas,48247,Jim Hogg County,833,1197,2036,40.91%,58.79%,DEM,99.71%
Texas,48249,Jim Wells County,7453,6119,13669,54.52%,44.77%,GOP,99.29%
Texas,48251,Johnson County,54628,16464,72005,75.87%,22.87%,GOP,98.73%
Texas,48253,Jones County,5660,999,6741,83.96%,14.82%,GOP,98.78%
Texas,48255,Karnes County,3968,1234,5249,75.60%,23.51%,GOP,99.10%
Texas,48257,Kaufman County,37624,18405,56703,66.35%,32.46%,GOP,98.81%
Texas,48259,Kendall County,20083,6020,26438,75.96%,22.77%,GOP,98.73%
Texas,48261,Kenedy County,127,65,194,65.46%,33.51%,GOP,98.97%
Texas,48263,Kent County,411,47,462,88.96%,10.17%,GOP,99.13%
Texas,48265,Kerr County,20858,6510,27738,75.20%,23.47%,GOP,98.67%
Texas,48267,Kimble County,1987,284,2292,86.69%,12.39%,GOP,99.08%
Texas,48269,King County,151,8,159,94.97%,5.03%,GOP,100.00%
Texas,48271,Kinney County,1144,446,1603,71.37%,27.82%,GOP,99.19%
Texas,48273,Kleberg County,5557,5359,11041,50.33%,48.54%,GOP,98.87%
Texas,48275,Knox County,1180,265,1456,81.04%,18.20%,GOP,99.24%
Texas,48277,Lamar County,16760,4458,21418,78.25%,20.81%,GOP,99.07%
Texas,48279,Lamb County,3521,840,4408,79.88%,19.06%,GOP,98.93%
Texas,48281,Lampasas County,8086,2144,10399,77.76%,20.62%,GOP,98.37%
Texas,48283,La Salle County,1335,1052,2406,55.49%,43.72%,GOP,99.21%
Texas,48285,Lavaca County,8802,1333,10195,86.34%,13.08%,GOP,99.41%
Texas,48287,Lee County,6255,1750,8086,77.36%,21.64%,GOP,99.00%
Texas,48289,Leon County,7522,1072,8672,86.74%,12.36%,GOP,99.10%
Texas,48291,Liberty County,23302,5785,29334,79.44%,19.72%,GOP,99.16%
Texas,48293,Limestone County,6789,2213,9095,74.65%,24.33%,GOP,98.98%
Texas,48295,Lipscomb County,1205,131,1353,89.06%,9.68%,GOP,98.74%
Texas,48297,Live Oak County,4199,819,5054,83.08%,16.20%,GOP,99.29%
Texas,48299,Llano County,9996,3167,13278,75.28%,23.85%,GOP,99.13%
Texas,48301,Loving County,60,4,66,90.91%,6.06%,GOP,96.97%
Texas,48303,Lubbock County,78861,40017,120771,65.30%,33.13%,GOP,98.43%
Texas,48305,Lynn County,1853,428,2293,80.81%,18.67%,GOP,99.48%
Texas,48307,McCulloch County,2904,490,3436,84.52%,14.26%,GOP,98.78%
Texas,48309,McLennan County,59543,36688,97771,60.90%,37.52%,GOP,98.42%
Texas,48311,McMullen County,460,53,516,89.15%,10.27%,GOP,99.42%
Texas,48313,Madison County,4169,1088,5297,78.70%,20.54%,GOP,99.24%
Texas,48315,Marion County,3470,1339,4864,71.34%,27.53%,GOP,98.87%
Texas,48317,Martin County,1857,288,2160,85.97%,13.33%,GOP,99.31%
Texas,48319,Mason County,2108,566,2700,78.07%,20.96%,GOP,99.04%
Texas,48321,Matagorda County,9845,3733,13726,71.73%,27.20%,GOP,98.92%
Texas,48323,Maverick County,6881,8332,15346,44.84%,54.29%,DEM,99.13%
Texas,48325,Medina County,15642,6773,22644,69.08%,29.91%,GOP,98.99%
Texas,48327,Menard County,823,197,1028,80.06%,19.16%,GOP,99.22%
Texas,48329,Midland County,45624,12329,58856,77.52%,20.95%,GOP,98.47%
Texas,48331,Milam County,7984,2496,10576,75.49%,23.60%,GOP,99.09%
Texas,48333,Mills County,2217,271,2505,88.50%,10.82%,GOP,99.32%
Texas,48335,Mitchell County,2170,397,2579,84.14%,15.39%,GOP,99.53%
Texas,48337,Montague County,8615,1097,9814,87.78%,11.18%,GOP,98.96%
Texas,48339,Montgomery County,193382,74377,271451,71.24%,27.40%,GOP,98.64%
Texas,48341,Moore County,4359,1062,5508,79.14%,19.28%,GOP,98.42%
Texas,48343,Morris County,3872,1669,5587,69.30%,29.87%,GOP,99.18%
Texas,48345,Motley County,604,46,652,92.64%,7.06%,GOP,99.69%
Texas,48347,Nacogdoches County,17378,9000,26763,64.93%,33.63%,GOP,98.56%
Texas,48349,Navarro County,13800,5101,19121,72.17%,26.68%,GOP,98.85%
Texas,48351,Newton County,4882,1175,6096,80.09%,19.27%,GOP,99.36%
Texas,48353,Nolan County,4131,1162,5356,77.13%,21.70%,GOP,98.82%
Texas,48355,Nueces County,64617,60925,127314,50.75%,47.85%,GOP,98.61%
Texas,48357,Ochiltree County,2811,302,3155,89.10%,9.57%,GOP,98.67%
Texas,48359,Oldham County,917,81,1009,90.88%,8.03%,GOP,98.91%
Texas,48361,Orange County,29170,6354,35974,81.09%,17.66%,GOP,98.75%
Texas,48363,Palo Pinto County,10179,2178,12485,81.53%,17.44%,GOP,98.97%
Texas,48365,Panola County,9322,2057,11452,81.40%,17.96%,GOP,99.36%
Texas,48367,Parker County,62045,13017,76128,81.50%,17.10%,GOP,98.60%
Texas,48369,Parmer County,2135,488,2650,80.57%,18.42%,GOP,98.98%
Texas,48371,Pecos County,3215,1382,4668,68.87%,29.61%,GOP,98.48%
Texas,48373,Polk County,18573,5387,24181,76.81%,22.28%,GOP,99.09%
Texas,48375,Potter County,22820,9921,33321,68.49%,29.77%,GOP,98.26%
Texas,48377,Presidio County,721,1463,2217,32.52%,65.99%,DEM,98.51%
Texas,48379,Rains County,5155,842,6053,85.16%,13.91%,GOP,99.07%
Texas,48381,Randall County,50597,12750,64412,78.55%,19.79%,GOP,98.35%
Texas,48383,Reagan County,942,172,1124,83.81%,15.30%,GOP,99.11%
Texas,48385,Real County,1643,320,1982,82.90%,16.15%,GOP,99.04%
Texas,48387,Red River County,4517,1246,5806,77.80%,21.46%,GOP,99.26%
Texas,48389,Reeves County,2254,1395,3687,61.13%,37.84%,GOP,98.97%
Texas,48391,Refugio County,2210,1108,3366,65.66%,32.92%,GOP,98.57%
Texas,48393,Roberts County,529,17,550,96.18%,3.09%,GOP,99.27%
Texas,48395,Robertson County,5646,2374,8099,69.71%,29.31%,GOP,99.02%
Texas,48397,Rockwall County,38842,18149,57792,67.21%,31.40%,GOP,98.61%
Texas,48399,Runnels County,3807,552,4409,86.35%,12.52%,GOP,98.87%
Texas,48401,Rusk County,16534,4629,21368,77.38%,21.66%,GOP,99.04%
Texas,48403,Sabine County,4784,669,5487,87.19%,12.19%,GOP,99.38%
Texas,48405,San Augustine County,3007,980,4002,75.14%,24.49%,GOP,99.63%
Texas,48407,San Jacinto County,10161,2337,12638,80.40%,18.49%,GOP,98.89%
Texas,48409,San Patricio County,16516,8988,25888,63.80%,34.72%,GOP,98.52%
Texas,48411,San Saba County,2308,287,2602,88.70%,11.03%,GOP,99.73%
Texas,48413,Schleicher County,940,211,1159,81.10%,18.21%,GOP,99.31%
Texas,48415,Scurry County,4983,818,5869,84.90%,13.94%,GOP,98.84%
Texas,48417,Shackelford County,1484,130,1628,91.15%,7.99%,GOP,99.14%
Texas,48419,Shelby County,7975,2068,10084,79.09%,20.51%,GOP,99.59%
Texas,48421,Sherman County,886,91,991,89.40%,9.18%,GOP,98.59%
Texas,48423,Smith County,69080,29615,100075,69.03%,29.59%,GOP,98.62%
Texas,48425,Somervell County,4099,768,4940,82.98%,15.55%,GOP,98.52%
Texas,48427,Starr County,8247,9123,17525,47.06%,52.06%,DEM,99.12%
Texas,48429,Stephens County,3385,397,3800,89.08%,10.45%,GOP,99.53%
Texas,48431,Sterling County,584,51,639,91.39%,7.98%,GOP,99.37%
Texas,48433,Stonewall County,615,116,736,83.56%,15.76%,GOP,99.32%
Texas,48435,Sutton County,1222,322,1557,78.48%,20.68%,GOP,99.17%
Texas,48437,Swisher County,1845,478,2355,78.34%,20.30%,GOP,98.64%
Texas,48439,Tarrant County,409741,411567,834697,49.09%,49.31%,GOP,98.40%
Texas,48441,Taylor County,39547,14588,55112,71.76%,26.47%,GOP,98.23%
Texas,48443,Terrell County,334,119,458,72.93%,25.98%,GOP,98.91%
Texas,48445,Terry County,2812,757,3612,77.85%,20.96%,GOP,98.81%
Texas,48447,Throckmorton County,806,82,899,89.66%,9.12%,GOP,98.78%
Texas,48449,Titus County,7570,2856,10539,71.83%,27.10%,GOP,98.93%
Texas,48451,Tom Green County,32129,12106,44891,71.57%,26.97%,GOP,98.54%
Texas,48453,Travis County,161337,435860,610349,26.43%,71.41%,DEM,97.85%
Texas,48455,Trinity County,5579,1323,6938,80.41%,19.07%,GOP,99.48%
Texas,48457,Tyler County,8194,1403,9660,84.82%,14.52%,GOP,99.35%
Texas,48459,Upshur County,15809,2877,18887,83.70%,15.23%,GOP,98.94%
Texas,48461,Upton County,1178,170,1368,86.11%,12.43%,GOP,98.54%
Texas,48463,Uvalde County,6174,4073,10342,59.70%,39.38%,GOP,99.08%
Texas,48465,Val Verde County,8284,6771,15272,54.24%,44.34%,GOP,98.58%
Texas,48467,Van Zandt County,22270,3516,25994,85.67%,13.53%,GOP,99.20%
Texas,48469,Victoria County,23347,10371,34205,68.26%,30.32%,GOP,98.58%
Texas,48471,Walker County,15368,7875,23641,65.01%,33.31%,GOP,98.32%
Texas,48473,Waller County,14260,8191,22734,62.73%,36.03%,GOP,98.76%
Texas,48475,Ward County,3241,764,4060,79.83%,18.82%,GOP,98.65%
Texas,48477,Washington County,12959,4261,17418,74.40%,24.46%,GOP,98.86%
Texas,48479,Webb County,25898,41820,68397,37.86%,61.14%,DEM,99.01%
Texas,48481,Wharton County,11926,4694,16761,71.15%,28.01%,GOP,99.16%
Texas,48483,Wheeler County,2159,168,2337,92.38%,7.19%,GOP,99.57%
Texas,48485,Wichita County,32069,13161,46030,69.67%,28.59%,GOP,98.26%
Texas,48487,Wilbarger County,3524,956,4524,77.90%,21.13%,GOP,99.03%
Texas,48489,Willacy County,2437,3097,5575,43.71%,55.55%,DEM,99.26%
Texas,48491,Williamson County,139729,143795,289312,48.30%,49.70%,GOP,98.00%
Texas,48493,Wilson County,18457,6350,25006,73.81%,25.39%,GOP,99.20%
Texas,48495,Winkler County,1753,358,2126,82.46%,16.84%,GOP,99.29%
Texas,48497,Wise County,27032,4973,32362,83.53%,15.37%,GOP,98.90%
Texas,48499,Wood County,19049,3509,22779,83.63%,15.40%,GOP,99.03%
Texas,48501,Yoakum County,2172,419,2633,82.49%,15.91%,GOP,98.40%
Texas,48503,Young County,7112,1036,8242,86.29%,12.57%,GOP,98.86%
Texas,48505,Zapata County,2033,1826,3874,52.48%,47.13%,GOP,99.61%
Texas,48507,Zavala County,1490,2864,4379,34.03%,65.40%,DEM,99.43%
Utah,49001,Beaver County,2695,357,3100,86.94%,11.52%,GOP,98.45%
Utah,49003,Box Elder County,21548,4473,27027,79.73%,16.55%,GOP,96.28%
Utah,49005,Cache County,38032,16650,57571,66.06%,28.92%,GOP,94.98%
Utah,49007,Carbon County,6693,2392,9369,71.44%,25.53%,GOP,96.97%
Utah,49009,Daggett County,496,111,619,80.13%,17.93%,GOP,98.06%
Utah,49011,Davis County,104135,57411,169895,61.29%,33.79%,GOP,95.09%
Utah,49013,Duchesne County,7513,843,8524,88.14%,9.89%,GOP,98.03%
Utah,49015,Emery County,4207,572,4865,86.47%,11.76%,GOP,98.23%
Utah,49017,Garfield County,2158,514,2732,78.99%,18.81%,GOP,97.80%
Utah,49019,Grand County,2248,2806,5185,43.36%,54.12%,DEM,97.47%
Utah,49021,Iron County,18989,4892,24890,76.29%,19.65%,GOP,95.95%
Utah,49023,Juab County,5087,645,5866,86.72%,11.00%,GOP,97.72%
Utah,49025,Kane County,2998,1083,4180,71.72%,25.91%,GOP,97.63%
Utah,49027,Millard County,5404,624,6160,87.73%,10.13%,GOP,97.86%
Utah,49029,Morgan County,5181,1086,6512,79.56%,16.68%,GOP,96.24%
Utah,49031,Piute County,773,86,871,88.75%,9.87%,GOP,98.62%
